"DVD_Title","Studio","Released","Status","Sound","Versions","Price","Rating","Year","Genre","Aspect","UPC","DVD_ReleaseDate","ID","Timestamp","Updated"
"Ten Commandments (2006/ Sonar Entertainment)","Sonar Entertainment",,"Out","2.0","LBX, 16:9",9.98,"PG-13","2006","Drama","1.78:1","883476152646",2017-02-28 00:00:00,296891,2017-02-28 00:00:00,"1"
"Territorial Behavior","Brink",,"Out","2.0","LBX, 16:9",16.95,"NR","2015","Horror","1.85:1","187830004450",2017-02-28 00:00:00,297480,2017-02-28 00:00:00,"1"
"This Tunnel South (Blu-ray/ On Demand DVD-R)","Indie Rights",,"Out","2.0","LBX, 16:9, BLU-RAY",14.95,"NR","2011","Action/Adventure","1.85:1","889290442932",2016-01-13 00:00:00,299256,2017-02-28 00:00:00,"0"
"This Tunnel South (On Demand DVD-R)","Indie Rights",,"Out","2.0","LBX, 16:9",14.95,"NR","2011","Action/Adventure","1.85:1","889290434005",2016-01-13 00:00:00,299273,2017-02-28 00:00:00,"0"
"Three Evenings (On Demand DVD-R)","Indie Rights",,"Out","SUB","LBX, 16:9",14.95,"NR","2010","Foreign","1.78:1","889290433930",2015-12-04 00:00:00,299300,2017-02-28 00:00:00,"0"
"Time As Money: A Documentary About Time Banking (Blu-ray)","Indie Rights",,"Out","2.0","LBX, 16:9, BLU-RAY",19.95,"NR","2014","Documentary","1.85:1","889290432902",2015-12-04 00:00:00,299301,2017-02-28 00:00:00,"0"
"Time As Money: A Documentary About Time Banking (On Demand DVD-R)","Indie Rights",,"Out","2.0","LBX, 16:9",14.95,"NR","2014","Documentary","1.85:1","889290434135",2015-12-04 00:00:00,299270,2017-02-28 00:00:00,"0"
"Tovarisch, I Am Not Dead (On Demand DVD-R)","Indie Rights",,"Out","2.0","4:3",14.95,"NR","2007","Documentary","1.33:1","886470756407",2012-09-11 00:00:00,299298,2017-02-28 00:00:00,"0"
"Transformers: Rebots In Disguise: Overloaded & Decepticon Island","Shout! Factory",2017-05-30 00:00:00,"Pending","2.0","LBX, 16:9",14.98,"NR","UNK","Animation","1.78:1","826663175707",2017-05-30 00:00:00,299294,2017-02-28 00:00:00,"0"
"Transmigrate: The Troubled One (Blu-ray/ On Demand DVD-R)","Indie Rights",,"Out","2.0","LBX, 16:9, BLU-RAY",14.95,"NR","2013","Suspense/Thriller","1.85:1","889290488442",2016-01-15 00:00:00,299305,2017-02-28 00:00:00,"0"
"Transmigrate: The Troubled One (On Demand DVD-R)","Indie Rights",,"Out","2.0","LBX, 16:9",14.95,"NR","2013","Suspense/Thriller","1.85:1","889290433718",2016-01-15 00:00:00,299260,2017-02-28 00:00:00,"0"
"Trouble With Terkel","Indican Pictures",,"Out","2.0","LBX, 16:9",24.99,"R","2010","Animation","1.78:1","825284200669",2017-02-28 00:00:00,298824,2017-02-28 00:00:00,"1"
"Tupac: Assassination: Battle For Compton","Bonded Films",,"Out","2.0","LBX, 16:9",9.95,"NR","2016","Documentary","1.78:1","760137964292",2017-02-28 00:00:00,296254,2017-02-28 00:00:00,"1"
"Tupac: Assassination: Battle For Compton (Blu-ray)","Bonded Films",,"Out","2.0","LBX, 16:9, BLU-RAY",19.95,"NR","2016","Documentary","1.78:1","760137944089",2017-02-28 00:00:00,295554,2017-02-28 00:00:00,"1"
"Underworld: The Complete Collection (Blu-ray): Underworld / Underworld Awakening / Underworld Evolution / Blood Wars / ...","Sony Pictures",2017-04-25 00:00:00,"Pending","VAR","LBX, 16:9, BLU-RAY",75.99,"VAR","VAR","Action/Adventure","2.35:1","043396506466",2017-04-25 00:00:00,299306,2017-02-28 00:00:00,"0"
"Utopia (2013)","Bullfrog Films",,"Out","2.0","LBX, 16:9",29.98,"NR","2013","Documentary","1.78:1","194154508427",2017-02-28 00:00:00,297818,2017-02-28 00:00:00,"1"
"Vampire Diaries: The Complete 8th & Final Season","Warner Brothers",2017-06-13 00:00:00,"Pending","2.0","LBX, 16:9",39.99,"NR","2016","TV Classics","1.78:1","883929565283",2017-06-13 00:00:00,299288,2017-02-28 00:00:00,"0"
"Vampire Diaries: The Complete 8th & Final Season (Blu-ray)","Warner Brothers",2017-06-13 00:00:00,"Pending","2.0","LBX, 16:9, BLU-RAY",44.98,"NR","2016","TV Classics","1.78:1","883929565290",2017-06-13 00:00:00,299289,2017-02-28 00:00:00,"0"
"Vampire Diaries: The Complete Series","Warner Brothers",2017-06-13 00:00:00,"Pending","2.0","LBX, 16:9",189.99,"NR","VAR","TV Classics","1.78:1","883929565306",2017-06-13 00:00:00,299281,2017-02-28 00:00:00,"0"
"Vampire Diaries: The Complete Series (Blu-ray)","Warner Brothers",2017-06-13 00:00:00,"Pending","2.0","LBX, 16:9, BLU-RAY",234.99,"NR","VAR","TV Classics","1.78:1","883929565313",2017-06-13 00:00:00,299302,2017-02-28 00:00:00,"0"
"Vitaphone Varieties, Vol. 4 (Archive Collection/ On Demand DVD-R)","Warner Brothers Digital Dist.",2017-03-21 00:00:00,"Pending","2.0","4:3",21.99,"NR","VAR","VAR","1.33:1","888574493714",2017-03-21 00:00:00,299258,2017-02-28 00:00:00,"0"
"Vixen: The Movie","Warner Brothers",2017-05-23 00:00:00,"Pending","5.1","LBX, 16:9",18.94,"NR","2017","Animation","1.78:1","883929563982",2017-05-23 00:00:00,299296,2017-02-28 00:00:00,"0"
"Vixen: The Movie (Blu-ray w/ Digital Copy)","Warner Brothers",2017-05-23 00:00:00,"Pending","5.1 DTS-HD","LBX, 16:9, BLU-RAY",19.98,"NR","2017","Animation","1.78:1","883929563975",2017-05-23 00:00:00,299293,2017-02-28 00:00:00,"0"
"Wait Till Helen Comes","Anderson Digital",2017-05-02 00:00:00,"Pending","2.0","LBX, 16:9",19.99,"NR","2016","Horror","1.78:1","191329005439",2017-05-02 00:00:00,299277,2017-02-28 00:00:00,"0"
"Wall Writers","Kino Lorber",2017-04-11 00:00:00,"Pending","2.0","LBX, 16:9",29.95,"NR","2016","Documentary","1.85:1","738329214029",2017-04-11 00:00:00,299271,2017-02-28 00:00:00,"0"
"We Are The Flesh (Blu-ray)","Arrow",,"Out","SUB","LBX, 16:9, BLU-RAY",29.95,"NR","2016","Foreign","1.85:1","760137964780",2017-02-28 00:00:00,297545,2017-02-28 00:00:00,"1"
"What I Like About You: The Complete 2nd Season (On Demand DVD-R)","Warner Brothers Digital Dist.",2017-03-14 00:00:00,"Pending","2.0","4:3",29.98,"NR","2003","TV Classics","1.33:1","888574479398",2017-03-14 00:00:00,299287,2017-02-28 00:00:00,"0"
"Wheeler","eOne Film USA",,"Out","2.0","LBX, 16:9",17.99,"PG","2017","Drama","1.85:1","741952836292",2017-02-28 00:00:00,297807,2017-02-28 00:00:00,"1"
"Wild Africa (Blu-ray 4K) / Tiny Giants (Blu-ray 4K)","BBC Home Video",2017-05-16 00:00:00,"Pending","2.0","LBX, 16:9, BLU-RAY",34.98,"NR","VAR","Documentary","1.78:1","883929567164",2017-05-16 00:00:00,299284,2017-02-28 00:00:00,"0"
"World Famous Kid Detective (Blu-ray/ On Demand DVD-R)","Indie Rights",,"Out","2.0","LBX, 16:9, BLU-RAY",14.95,"NR","2014","Family","1.85:1","889290488480",2016-01-13 00:00:00,299297,2017-02-28 00:00:00,"0"
"World Famous Kid Detective (On Demand DVD-R)","Indie Rights",,"Out","2.0","LBX, 16:9",14.95,"NR","2014","Family","1.85:1","889290434265",2016-01-13 00:00:00,299254,2017-02-28 00:00:00,"0"
"Worst Year Of My Life (Blu-ray/ On Demand DVD-R)","Indie Rights",,"Out","2.0","LBX, 16:9, BLU-RAY",19.95,"NR","2015","Comedy","1.85:1","889290432971",2015-12-04 00:00:00,299251,2017-02-28 00:00:00,"0"
"Worst Year Of My Life (On Demand DVD-R)","Indie Rights",,"Out","2.0","LBX, 16:9",14.95,"NR","2015","Comedy","1.85:1","889290433756",2015-12-04 00:00:00,299307,2017-02-28 00:00:00,"0"
"Years Of Living Dangerously: Season 2","National Geographic",2017-04-18 00:00:00,"Pending","2.0","LBX, 16:9",14.98,"NR","2016","Documentary","1.78:1","024543314394",2017-04-18 00:00:00,299282,2017-02-28 00:00:00,"0"
"Years Of Living Dangerously: The Complete [Showtime] Series","FilmRise",,"Out","2.0","LBX, 16:9",64.98,"NR","2014","Documentary","1.78:1","887936951893",2014-09-07 00:00:00,282211,2017-02-28 00:00:00,"1"
"Years Of Living Dangerously: The Complete [Showtime] Series (Blu-ray)","FilmRise",,"Out","2.0","LBX, 16:9, BLU-RAY",79.98,"NR","2014","Documentary","1.78:1","818522012285",2015-07-21 00:00:00,282200,2017-02-28 00:00:00,"1"
"Your Space: Level 1 Classware DVD-ROM + Teacher's Resource Disc (DVD-ROM)","Cambridge University Press",,"Out","2.0","4:3",181.75,"NR","2012","Special Interest","1.33:1","9781107673106",2017-03-01 00:00:00,226835,2017-02-28 00:00:00,"1"
"Your Space: Level 2 Classware DVD-ROM + Teacher's Resource Disc (DVD-ROM)","Cambridge University Press",,"Out","2.0","4:3",181.75,"NR","2012","Special Interest","1.33:1","9781107635425",2017-03-01 00:00:00,226855,2017-02-28 00:00:00,"1"
"Your Space: Level 3 Classware DVD-ROM + Teacher's Resource Disc (DVD-ROM)","Cambridge University Press",,"Out","2.0","4:3",176.5,"NR","2012","Special Interest","1.33:1","9781107660748",2017-03-01 00:00:00,226827,2017-02-28 00:00:00,"1"
"Your Space: Levels 1 - 3","Cambridge University Press",,"Out","2.0","4:3",172.75,"NR","2012","Special Interest","1.33:1","9780521729024",2017-03-01 00:00:00,228212,2017-02-28 00:00:00,"1"
"Zeta Project: Season 2 (On Demand DVD-R)","Warner Brothers Digital Dist.",2017-03-14 00:00:00,"Pending","2.0","4:3",24.99,"NR","2002","Animation","1.33:1","888574475093",2017-03-14 00:00:00,299249,2017-02-28 00:00:00,"0"
